Année;UAI;Libellé;Région;Niveau formation;Taux poursuite études;Taux emploi 6 mois;Taux interruption formation;Part contrats apprentissage interrompus;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois;num_ligne
cumul 2019-2020;0133527N;CFA régional interconsulaire méditerranée;PROVENCE-ALPES-COTE D'AZUR;CAP;;;;;;;;3252.0
cumul 2019-2020;0134294X;Provence Formation des Métiers des Services;PROVENCE-ALPES-COTE D'AZUR;CAP;;;;;;;;3255.0
cumul 2019-2020;0142390X;Organisme de formation-Centre de formation d'apprentis des métiers du sport et animation Normandie Louvigny;NORMANDIE;Autres formations de niveau 4;18.0;;;;;;;3260.0
cumul 2019-2020;0150716X;Centre de formation d'apprentis Agricole et Forestier du Cantal;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;0.0;;;;;;;3263.0
cumul 2019-2020;0171183U;Site de formation d'apprentis du Centre de formation de Lagord;NOUVELLE-AQUITAINE;CAP;46.0;49.0;32.0;;64.0;61.0;72.0;3267.0
cumul 2019-2020;0171438W;Organisme de formation - Centre de formation d'apprentis du CIPECMA;NOUVELLE-AQUITAINE;Autres formations de niveau 5;;;;;;;;3272.0
cumul 2019-2020;0221588G;CFA Bâtiment 22;BRETAGNE;MC4;48.0;;24.0;;;;;3281.0
cumul 2019-2020;0230553B;CFA de la Creuse;NOUVELLE-AQUITAINE;BTS;7.0;59.0;52.0;;67.0;59.0;48.0;3284.0
cumul 2019-2020;0230553B;CFA de la Creuse;NOUVELLE-AQUITAINE;Autres formations de niveau 4;;;;;;;;3285.0
cumul 2019-2020;0241056T;Organisme de formation- Centre de formation d'apprentis Ecoles CCI de la Dordogne;NOUVELLE-AQUITAINE;BAC;25.0;56.0;58.0;;73.0;60.0;60.0;3289.0
cumul 2019-2020;0251824X;CFA des MFR de France-Comté;BOURGOGNE-FRANCHE-COMTE;Autres formations de niveau 4;12.0;;;;;;;3298.0
cumul 2019-2020;0271691S;Centre de formation d'apprentis Ecole supérieure de la CCI Portes de Normandie;NORMANDIE;BTS;38.0;64.0;29.0;;70.0;67.0;78.0;3305.0
cumul 2019-2020;0301629H;Site de formation d'apprentis du Gard de la Chambre de Métiers et de l'Artisanat de la Région Occitanie, Nîmes;OCCITANIE;Autres formations de niveau 5;7.0;62.0;;;62.0;77.0;85.0;3317.0
cumul 2019-2020;0311729L;Organisme de formation - Centre de formation d'apprentis Chambre des métiers de la haute-Garonne;OCCITANIE;BAC;24.0;68.0;43.0;;78.0;75.0;70.0;3324.0
cumul 2019-2020;0312239R;Organisme de formation - Centre de formation d'apprentis Compagnons du devoir et du Tour de France;OCCITANIE;BAC;28.0;80.0;40.0;;73.0;77.0;80.0;3326.0
cumul 2019-2020;0312331R;CFA Toulouse Auzeville;OCCITANIE;BTS;26.0;71.0;44.0;;76.0;83.0;91.0;3328.0
cumul 2019-2020;0312608S;Section d'apprentissage privée du lycée professionnel privé AIRBUS Toulouse;OCCITANIE;BAC;49.0;87.0;;;86.0;86.0;94.0;3330.0
cumul 2019-2020;0312984A;ORGANISME DE FORMATION - CENTRE DE FORMATION DAPPRENTIS  ADRAR - RAMONVILLE ST AGNE;OCCITANIE;Autres formations de niveau 4;;;;;;;;3337.0
cumul 2019-2020;0320677M;Centre de formation d'Apprentis Agricole du Gers;OCCITANIE;BAC;55.0;;42.0;;;;;3338.0
cumul 2019-2020;0332551U;Organisme de formation-Centre de formation d'apprentis du transport et de la logistique Aquitaine (AFTRAL);NOUVELLE-AQUITAINE;Autres formations de niveau 4;;;;;;;;3349.0
cumul 2019-2020;0332551U;Organisme de formation-Centre de formation d'apprentis du transport et de la logistique Aquitaine (AFTRAL);NOUVELLE-AQUITAINE;BAC;32.0;61.0;39.0;;61.0;61.0;71.0;3350.0
cumul 2019-2020;0332814E;Organisme de formation-Centre de Formation d'apprentis de l'industrie (CFAI) Aquitaine;NOUVELLE-AQUITAINE;BAC;47.0;60.0;38.0;;72.0;68.0;71.0;3354.0
cumul 2019-2020;0332981L;CFA d'Artigues;NOUVELLE-AQUITAINE;Autres formations de niveau 5;20.0;55.0;;;55.0;70.0;80.0;3357.0
cumul 2019-2020;0333235M;Centre de formation d'apprentis des métiers de la mer;NOUVELLE-AQUITAINE;BAC;;;;;;;;3366.0
cumul 2019-2020;0333335W;Organisme de formation-Centre de formation d'apprentis Ducretet Nouvelle-Aquitaine;NOUVELLE-AQUITAINE;Autres formations de niveau 4;11.0;56.0;;;64.0;63.0;74.0;3367.0
cumul 2019-2020;0342239Z;Centre de formation des apprentis des Métiers du Sport, de l'animation et du Tourisme en Occitanie;OCCITANIE;Autres formations de niveau 5;12.0;;;;;;;3380.0
cumul 2019-2020;0342318K;Organisme de formation-Centre de formation d'apprentis de Purple Campus Pérols;OCCITANIE;Autres formations de niveau 3;9.0;45.0;;;60.0;65.0;80.0;3385.0
cumul 2019-2020;0342428E;Organisme de formation-Centre de formation d apprentis du Groupe Alternance Montpellier, Montpellier;OCCITANIE;BTS;;;;;;;;3388.0
cumul 2019-2020;0351002Z;CFA Bâtiment 35;BRETAGNE;CAP;57.0;52.0;32.0;;57.0;63.0;70.0;3390.0
cumul 2019-2020;0352492U;CFA agricole privé MFR Bretagne;BRETAGNE;BTS;17.0;69.0;;;78.0;75.0;75.0;3393.0
cumul 2019-2020;0352715L;Antenne de CFA AGAEAPB;BRETAGNE;BP;3.0;74.0;;;68.0;68.0;76.0;3398.0
cumul 2019-2020;0352715L;Antenne de CFA AGAEAPB;BRETAGNE;BTS;23.0;69.0;35.0;;72.0;73.0;77.0;3400.0
cumul 2019-2020;0370825W;organisme de formation-Centre de formation d'apprentis de La Cité des Formations - Tours;CENTRE-VAL DE LOIRE;BP;15.0;52.0;50.0;;70.0;70.0;82.0;3404.0
cumul 2019-2020;0371436K;Tours Fondettes Agrocampus;CENTRE-VAL DE LOIRE;CAP;38.0;42.0;25.0;;50.0;51.0;54.0;3410.0
cumul 2019-2020;0382441X;Organisme de formation-Centre de formation d apprentis Espace Formation des Métiers de l'Artisanat - Bourgoin Jallieu;AUVERGNE-RHONE-ALPES;BAC;38.0;;;;;;;3419.0
cumul 2019-2020;0382910G;Organisme de formation-Centre de formation d'apprentis d'AFTRAL-Saint Quentin Fallavier;AUVERGNE-RHONE-ALPES;CAP;7.0;83.0;34.0;;89.0;84.0;87.0;3423.0
cumul 2019-2020;0391038S;CFA de Montmorot;BOURGOGNE-FRANCHE-COMTE;Autres formations de niveau 4;37.0;;;;;;;3431.0
cumul 2019-2020;0391038S;CFA de Montmorot;BOURGOGNE-FRANCHE-COMTE;Autres formations de niveau 5;;;;;;;;3433.0
cumul 2019-2020;0410955R;CFA du Loir et Cher;CENTRE-VAL DE LOIRE;BP;15.0;65.0;;;65.0;52.0;52.0;3439.0
cumul 2019-2020;0421139K;Organisme de formation-Centre de formation d'apprentis BTP Loire-Michel Cluzel ST ETIENNE;AUVERGNE-RHONE-ALPES;BP;19.0;82.0;35.0;;90.0;84.0;84.0;3441.0
cumul 2019-2020;0421567A;Organisme de formation-Centre de formation d'apprentis Institut des Métiers de Saint-Etienne;AUVERGNE-RHONE-ALPES;BAC;27.0;;37.0;;;;;3443.0
cumul 2019-2020;0421567A;Organisme de formation-Centre de formation d'apprentis Institut des Métiers de Saint-Etienne;AUVERGNE-RHONE-ALPES;BTS;16.0;81.0;33.0;;90.0;81.0;87.0;3445.0
cumul 2019-2020;0441969B;Centre de Formation d'Apprentis Maisons Familiales Rurales;PAYS DE LA LOIRE;BTS;;;;;;;;3468.0
cumul 2019-2020;0441975H;GRETA-CFA Loire-Alantique;PAYS DE LA LOIRE;Autres formations de niveau 5;;;;;;;;3470.0
cumul 2019-2020;0442096P;Organisme de formation-Centre de formation d'apprentis du LPO la Joliverie;PAYS DE LA LOIRE;BTS;32.0;81.0;7.0;;87.0;85.0;91.0;3471.0
cumul 2019-2020;0450808J;Organisme de formation-Centre de formation d'apprentis de CFA EST-Loiret - Montargis;CENTRE-VAL DE LOIRE;BTS;;;;;;;;3479.0
cumul 2019-2020;0451463W;CFA du Loiret;CENTRE-VAL DE LOIRE;BTS;23.0;;;;;;;3484.0
cumul 2019-2020;0460495N;Organisme de formation - Centre de formation d'apprentis Ecole des métiers du Lot;OCCITANIE;MC3;49.0;70.0;14.0;;70.0;70.0;70.0;3492.0
cumul 2019-2020;0471035V;Centre de formation d'apprentis du LP Porte du Lot;NOUVELLE-AQUITAINE;BTS;19.0;81.0;28.0;;87.0;69.0;76.0;3496.0
cumul 2019-2020;0490985E;Organisme de formation-Centre de formation d'apprentis de la CCI Maine-et-Loire - Centre Pierre Cointreau Angers;PAYS DE LA LOIRE;CAP;55.0;53.0;19.0;;58.0;61.0;68.0;3499.0
cumul 2019-2020;0490985E;Organisme de formation-Centre de formation d'apprentis de la CCI Maine-et-Loire - Centre Pierre Cointreau Angers;PAYS DE LA LOIRE;Autres formations de niveau 3;;;;;;;;3501.0
cumul 2019-2020;0490986F;Site de formation d'apprentis de l'URMA Maine-et-Loire - Angers;PAYS DE LA LOIRE;MC3;51.0;80.0;9.0;;80.0;80.0;84.0;3503.0
cumul 2019-2020;0490993N;Organisme de formation-Centre de formation d'apprentis de BTP CFA Maine-et-Loire - Angers;PAYS DE LA LOIRE;MC3;76.0;;8.0;;;;;3504.0
cumul 2019-2020;0530487S;Association pour l'apprentissage en mayenne;PAYS DE LA LOIRE;BP;15.0;88.0;33.0;;88.0;86.0;94.0;3511.0
cumul 2019-2020;0530909A;CFA de la Mayenne Agricampus Laval;PAYS DE LA LOIRE;BP;10.0;;;;;;;3515.0
cumul 2019-2020;0541898V;Organisme de formation-Centre de formation d'apprentis des Métiers du Batiment de Pont-à-Mousson;GRAND EST;Autres formations de niveau 5;42.0;71.0;;;76.0;76.0;71.0;3520.0
cumul 2019-2020;0542492R;CFA Agricultures et Territoires;GRAND EST;BAC;;;;;;;;3531.0
cumul 2019-2020;0542500Z;Organisme de formation-Centre de formation d'apprentis des métiers du sanitaire et social de Nancy;GRAND EST;Autres formations de niveau 3;10.0;63.0;;;58.0;61.0;66.0;3532.0
cumul 2019-2020;0550892W;Maison Familiale Rurale de Vigneulles;GRAND EST;BAC;;;;;;;;3534.0
cumul 2019-2020;0550969E;CFA de la Meuse;GRAND EST;BAC;33.0;;;;;;;3539.0
cumul 2019-2020;0570033B;CFA du LPO Blaise pascal de Forbach;GRAND EST;BAC;;;;;;;;3545.0
cumul 2019-2020;0572742W;Site de formation d'apprentis Camille Weis de Forbach;GRAND EST;BAC;25.0;;;;;;;3552.0
cumul 2019-2020;0593321P;CFA de la Chambre des Métiers et de l'Artisanat Hauts-de-France;HAUTS-DE-FRANCE;BTS;33.0;71.0;39.0;;76.0;79.0;81.0;3562.0
cumul 2019-2020;0595846J;Centre de Formation d'Apprentis Spécialisé AGAP Formation (Association pour Gestion et Aide Promotion d Equipements Sociaux et Médico Sociaux);HAUTS-DE-FRANCE;CAP;45.0;30.0;;;43.0;46.0;51.0;3567.0
cumul 2019-2020;0596997K;CFA Régional Hauts de France;HAUTS-DE-FRANCE;Autres formations de niveau 4;33.0;81.0;;;86.0;82.0;85.0;3580.0
cumul 2019-2020;0602144E;Organisme de formation-Centre de formation d'apprentis AMESA;HAUTS-DE-FRANCE;CAP;43.0;;10.0;;;;;3589.0
cumul 2019-2020;0640238L;Centre de formation d'apprentis du lycée Saint Cricq;NOUVELLE-AQUITAINE;CAP;35.0;57.0;35.0;;69.0;70.0;76.0;3615.0
cumul 2019-2020;0640239M;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA Université des métiers de Pau;NOUVELLE-AQUITAINE;BAC;7.0;65.0;;;75.0;72.0;85.0;3616.0
cumul 2019-2020;0640239M;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA Université des métiers de Pau;NOUVELLE-AQUITAINE;MC3;52.0;63.0;15.0;;70.0;74.0;83.0;3617.0
cumul 2019-2020;0641519D;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA Université des métiers Bayonne Pays Basque;NOUVELLE-AQUITAINE;Autres formations de niveau 4;4.0;75.0;;;75.0;83.0;71.0;3621.0
cumul 2019-2020;0641752G;CFA des Pyrénées Atlantiques;NOUVELLE-AQUITAINE;BTS;22.0;63.0;17.0;;73.0;64.0;67.0;3625.0
cumul 2019-2020;0660733N;CFA Pyrénées Orientales;OCCITANIE;BTS;16.0;55.0;51.0;;71.0;74.0;81.0;3633.0
cumul 2019-2020;0672270D;Centre de formation Bernard Stalter;GRAND EST;Autres formations de niveau 4;15.0;78.0;;;84.0;84.0;84.0;3641.0
cumul 2019-2020;0672477D;Centre de Formation d'apprentis agricole rattaché au LEGTA;GRAND EST;Autres formations de niveau 4;;;;;;;;3643.0
cumul 2019-2020;0672564Y;Centre de Formation d'apprentis du Lycée Oberlin;GRAND EST;BP;26.0;73.0;31.0;;80.0;79.0;82.0;3646.0
cumul 2019-2020;0672632X;Centre de formation d'apprentis régional des compagnons du Devoir-Alsace;GRAND EST;CAP;48.0;70.0;27.0;;74.0;76.0;78.0;3650.0
cumul 2019-2020;0681832X;Centre de Formation d'apprentis de l'Industrie d'Alsace;GRAND EST;MC4;;;;;;;;3660.0
cumul 2019-2020;0692436Y;FEDERATION REGIONALE DES MAISONS FAMILIALES RURALES D'EDUCATION ET D'ORIENTATION DE RHONE-ALPES (FRMFREO);AUVERGNE-RHONE-ALPES;MC4;11.0;75.0;11.0;;75.0;75.0;65.0;3664.0
cumul 2019-2020;0692705R;Maison Familiale Rurale des 4 vallées Lamure-sur-Azergues;AUVERGNE-RHONE-ALPES;BAC;;;;;;;;3669.0
cumul 2019-2020;0692719F;Centre de Formation d'Apprentis des métiers de bouche François Rabelais;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;5.0;70.0;;;80.0;80.0;80.0;3671.0
cumul 2019-2020;0692719F;Centre de Formation d'Apprentis des métiers de bouche François Rabelais;AUVERGNE-RHONE-ALPES;BP;17.0;88.0;38.0;;85.0;87.0;87.0;3672.0
cumul 2019-2020;0693088G;Organisme de formation-Centre de formation d'apprentis des Compagnons du Devoir LYON;AUVERGNE-RHONE-ALPES;CAP;42.0;75.0;22.0;;73.0;73.0;78.0;3675.0
cumul 2019-2020;0693492W;CFA de Rhône Alpes;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;11.0;72.0;;;76.0;68.0;65.0;3678.0
cumul 2019-2020;0693640G;Organisme de formation-Centre de formation d'apprentis POLYVIA FORMATION Lyon - Auvergne - Rhône-Alpes LYON;AUVERGNE-RHONE-ALPES;CAP;;;;;;;;3681.0
cumul 2019-2020;0693764S;AKTEAP;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;7.0;76.0;;;82.0;82.0;74.0;3687.0
cumul 2019-2020;0711078L;CIFA JEAN LAMELOISE;BOURGOGNE-FRANCHE-COMTE;BTS;21.0;61.0;48.0;;57.0;74.0;61.0;3696.0
cumul 2019-2020;0720930V;Organisme de formation-Centre de formation d'apprentis de la Chambre de commerce et d'industrie Le Mans Sarthe;PAYS DE LA LOIRE;CAP;45.0;51.0;25.0;;58.0;60.0;69.0;3702.0
cumul 2019-2020;0741158G;Organisme de formation-Centre de formation d'apprentis de Groisy-Groisy;AUVERGNE-RHONE-ALPES;MC3;36.0;54.0;15.0;;77.0;71.0;75.0;3714.0
cumul 2019-2020;0741240W;Maison Familiale Rurale de Sallanches;AUVERGNE-RHONE-ALPES;BAC;;;;;;;;3715.0
cumul 2019-2020;0741677W;Organisme de formation-Centre de formation d'apprentis de l'industrie FORMAVENIR-Thyez;AUVERGNE-RHONE-ALPES;BAC;50.0;63.0;35.0;;73.0;80.0;83.0;3717.0
cumul 2019-2020;0750768C;CFA des Métiers de la Gastronomie;ILE-DE-FRANCE;Autres formations de niveau 4;2.0;76.0;;;76.0;81.0;80.0;3719.0
cumul 2019-2020;0751475W;Centre de Formation d'apprentis - Equipement électrique;ILE-DE-FRANCE;CAP;62.0;51.0;29.0;;46.0;51.0;51.0;3723.0
cumul 2019-2020;0751488K;Centre de Formation d'apprentis - Association ORT Ecole du travail;ILE-DE-FRANCE;CAP;52.0;28.0;29.0;;21.0;38.0;44.0;3724.0
cumul 2019-2020;0751508G;Centre de Formation d'apprentis - St Lambert Maçonnerie;ILE-DE-FRANCE;BTS;38.0;72.0;42.0;;83.0;82.0;78.0;3725.0
cumul 2019-2020;0753007L;Centre de Formation d'apprentis - Alimentation-Hôtellerie;ILE-DE-FRANCE;BAC;30.0;56.0;57.0;;63.0;58.0;74.0;3733.0
cumul 2019-2020;0754458N;Centre de Formation d'apprentis Cerfal - Gestion Bureautique;ILE-DE-FRANCE;BP;17.0;;26.0;;;;;3736.0
cumul 2019-2020;0761817M;Bâtiment CFA Le Havre;NORMANDIE;MC3;66.0;;4.0;;;;;3746.0
cumul 2019-2020;0763465D;Organisme de formation-Centre de formation d'apprentis- Institut de la Formation Professionnelle en région académique Normandie Rouen;NORMANDIE;BAC;29.0;58.0;45.0;;65.0;62.0;73.0;3756.0
cumul 2019-2020;0772468P;ADEFSA CFA Descartes;ILE-DE-FRANCE;BTS;71.0;;19.0;;;;;3759.0
cumul 2019-2020;0772860R;CFA de la Mobilité Urbaine Durable;ILE-DE-FRANCE;Autres formations de niveau 5;2.0;59.0;;;74.0;90.0;87.0;3765.0
cumul 2019-2020;0781897N;Site de formation d'apprentis - l'EA - les écoles des éco-activités - CCI Paris Ile-de-France;ILE-DE-FRANCE;BAC;46.0;62.0;35.0;;66.0;66.0;69.0;3772.0
cumul 2019-2020;0782093B;Organisme de formation-Centre de formation d'apprentis Trajectoire - Guyancourt;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;3776.0
cumul 2019-2020;0783606W;CFA DES METIERS DE L AGRICULTURE;ILE-DE-FRANCE;BTS;24.0;63.0;28.0;;61.0;66.0;70.0;3780.0
cumul 2019-2020;0790924A;Site de formation d'apprentis du Campus des Métiers de Niort;NOUVELLE-AQUITAINE;Autres formations de niveau 5;0.0;91.0;;;91.0;87.0;91.0;3783.0
cumul 2019-2020;0791180D;Centre de Formation d'Apprentis Sport Animation Nouvelle Aquitaine - Site de Niort;NOUVELLE-AQUITAINE;Autres formations de niveau 3;;;;;;;;3788.0
cumul 2019-2020;0811239G;Organisme de formation - Centre de formation d'apprentis Maurice-Emile-Pezous;OCCITANIE;BAC;44.0;57.0;15.0;;65.0;78.0;74.0;3794.0
cumul 2019-2020;0831375U;CFA Régional des Métiers et de l'Artisanat Campus de Saint- Maximin-la-Sainte-Baume;PROVENCE-ALPES-COTE D'AZUR;BP;12.0;74.0;62.0;;78.0;67.0;79.0;3800.0
cumul 2019-2020;0841022E;CFA REGIONAL DU VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;MC4;;;;;;;;3810.0
cumul 2019-2020;0841035U;Institut de Formation des Industries Agro-alimentaires IFRIA Sud PACA;PROVENCE-ALPES-COTE D'AZUR;BTS;35.0;82.0;28.0;;88.0;79.0;85.0;3812.0
cumul 2019-2020;0851345A;Organisme de formation-Centre de formation d'apprentis des maisons familiales de Vendée;PAYS DE LA LOIRE;MC3;60.0;;7.0;;;;;3819.0
cumul 2019-2020;0860995P;Organisme de formation - Centre de formation d'apprentis de la Chambre de Commerce et d'industrie de Poitiers;NOUVELLE-AQUITAINE;Autres formations de niveau 5;0.0;70.0;;;70.0;60.0;65.0;3824.0
cumul 2019-2020;0870773T;CFA MOULIN RABAUD;NOUVELLE-AQUITAINE;BAC;33.0;;51.0;;;;;3829.0
cumul 2019-2020;0881672P;Organisme de formation-Centre de formation d'apprentis de la CCI des Vosges à Sainte-Marguerite;GRAND EST;BAC;;;;;;;;3835.0
cumul 2019-2020;0881760K;Organisme de formation-Centre de formation d'apprentis AFPIA EST-NORD de Liffol-le-Grand;GRAND EST;Autres formations de niveau 4;;;;;;;;3836.0
cumul 2019-2020;0891185E;Pôle Formation des Industries Technologiques Bourgogne 58-89;BOURGOGNE-FRANCHE-COMTE;CAP;;;;;;;;3839.0
cumul 2019-2020;0912267V;Organisme de formation-Centre de formation d'apprentis Faculté des Métiers de l'Essonne - Evry-Courcouronnes;ILE-DE-FRANCE;BAC;37.0;63.0;44.0;;67.0;70.0;72.0;3843.0
cumul 2019-2020;0922661T;Organisme de formation-Centre de formation d'apprentis Association pour le Développement de l'Apprentissage et la Formation aux métiers Sanitaires Soc;ILE-DE-FRANCE;Autres formations de niveau 4;4.0;71.0;;;75.0;83.0;77.0;3851.0
cumul 2019-2020;0931815T;CFA du Bâtiment et des Travaux Publics;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;3858.0
cumul 2019-2020;0932343S;CFA CAMAS;ILE-DE-FRANCE;MC3;0.0;35.0;41.0;;35.0;51.0;67.0;3862.0
cumul 2019-2020;0932751K;Agence Nationale pour la Formation Professionnelle des Adultes - Entreprises;ILE-DE-FRANCE;Autres formations de niveau 4;18.0;;;;;;;3865.0
cumul 2019-2020;0941906L;LEA-CFI L'école connectée au futur de l'industrie;ILE-DE-FRANCE;BTS;50.0;66.0;25.0;;74.0;77.0;78.0;3867.0
cumul 2019-2020;0941940Y;CMA IDF - 94 - CFA de Saint-Maur;ILE-DE-FRANCE;BP;21.0;67.0;35.0;;72.0;71.0;70.0;3869.0
cumul 2019-2020;0942202H;CFA Académique de Créteil;ILE-DE-FRANCE;MC3;17.0;65.0;0.0;;75.0;75.0;80.0;3871.0
cumul 2019-2020;0942215X;CFA AFANEM;ILE-DE-FRANCE;Autres formations de niveau 5;35.0;;;;;;;3872.0
cumul 2019-2020;7200157H;CFA Borgo;CORSE;BP;;;;;;;;3882.0
cumul 2019-2020;7200680B;CFA ECOLE COMMERCE ET MANAGEMENT CORSICA BORGO;CORSE;Autres formations de niveau 4;;;;;;;;3885.0
cumul 2019-2020;9740986D;Centre de Formation d'Apprentis Urma Sainte Clotilde;LA REUNION;Autres formations de niveau 3;5.0;59.0;;;51.0;51.0;61.0;3896.0
cumul 2019-2020;0010826T;Organisme de formation-Centre de formation d'apprentis CECOF BERNARD PALISSY AMBERIEU EN BUGEY;AUVERGNE-RHONE-ALPES;BTS;;;;;;;;3901.0
cumul 2019-2020;0021923E;CFA de l'Aisne;HAUTS-DE-FRANCE;Autres formations de niveau 3;41.0;;;;;;;3904.0
cumul 2019-2020;0061909T;Ctre de formation d'apprentis Métropole Côte d'Azur;PROVENCE-ALPES-COTE D'AZUR;BAC;;;;;;;;3913.0
cumul 2019-2020;0081125E;Centre de Formation d'Apprentis de l'Académie de Reims;GRAND EST;CAP;45.0;42.0;19.0;;58.0;67.0;71.0;3920.0
cumul 2019-2020;0081137T;Offre de formation par apprentissage du BTP Grandest des Ardennes;GRAND EST;BTS;;;;;;;;3922.0
cumul 2019-2020;0081137T;Offre de formation par apprentissage du BTP Grandest des Ardennes;GRAND EST;BP;28.0;86.0;29.0;;83.0;75.0;86.0;3923.0
cumul 2019-2020;0111009M;Section d'apprentissage privée du collège privé Saint-Joseph;OCCITANIE;BAC;;;;;;;;3929.0
cumul 2019-2020;0120887Z;Organisme de formation - Centre de formation d'apprentis Chambre des metiers de l'Aveyron;OCCITANIE;BP;12.0;69.0;32.0;;74.0;75.0;83.0;3930.0
cumul 2019-2020;0121479T;CFA de Saint Affrique;OCCITANIE;CAP;14.0;;;;;;;3934.0
cumul 2019-2020;0131775J;CFA BOURSE DU TRAVAIL;PROVENCE-ALPES-COTE D'AZUR;BP;19.0;43.0;42.0;;62.0;52.0;67.0;3941.0
cumul 2019-2020;0131786W;CFA METIERS DE L'AUTOMOBILE;PROVENCE-ALPES-COTE D'AZUR;BAC;20.0;72.0;37.0;;77.0;72.0;77.0;3945.0
cumul 2019-2020;0132469N;CFA DU BATIMENT ET TRAVAUX PUBLICS;PROVENCE-ALPES-COTE D'AZUR;CAP;48.0;45.0;39.0;;52.0;57.0;63.0;3947.0
cumul 2019-2020;0141601P;Organisme de formation-Centre de formation d'apprentis du batîment Jean Hochet Caen;NORMANDIE;BAC;48.0;86.0;;;86.0;76.0;95.0;3957.0
cumul 2019-2020;0142269R;Organisme de formation-Centre de formation d'apprentis Professions Sanitaires et Sociales Normandie Saint-Contest;NORMANDIE;Autres formations de niveau 5;;;;;;;;3960.0
cumul 2019-2020;0150716X;Centre de formation d'apprentis Agricole et Forestier du Cantal;AUVERGNE-RHONE-ALPES;BAC;;;;;;;;3963.0
cumul 2019-2020;0161212F;Organisme de formation - Centre de formation d'apprentis BTP CFA Charente;NOUVELLE-AQUITAINE;BP;18.0;89.0;25.0;;86.0;81.0;83.0;3968.0
cumul 2019-2020;0171401F;CFA de la Charente Maritime;NOUVELLE-AQUITAINE;BTS;27.0;68.0;50.0;;71.0;76.0;77.0;3970.0
cumul 2019-2020;0211578B;Maison Familiale Rurale d'Agencourt;BOURGOGNE-FRANCHE-COMTE;BAC;;;;;;;;3975.0
cumul 2019-2020;0511732F;Maison Familiale Rurale de Gionges;GRAND EST;BAC;;;;;;;;3990.0
cumul 2019-2020;0382650Z;Greta de Grenoble;AUVERGNE-RHONE-ALPES;MC4;;;;;;;;3996.0
cumul 2019-2020;0382650Z;Greta de Grenoble;AUVERGNE-RHONE-ALPES;BAC;;;;;;;;3997.0
cumul 2019-2020;0382652B;Greta Nord Isère;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;;;;;;;;3998.0
cumul 2019-2020;0741158G;Organisme de formation-Centre de formation d'apprentis de Groisy-Groisy;AUVERGNE-RHONE-ALPES;CAP;45.0;65.0;22.0;;73.0;70.0;74.0;4504.0
cumul 2019-2020;0751457B;Of-Cfa AEPO, CFA de l'Optique;ILE-DE-FRANCE;BTS;32.0;87.0;51.0;;86.0;86.0;85.0;4509.0
cumul 2019-2020;0752944T;Centre de Formation d'apprentis - Bureautique appliquée;ILE-DE-FRANCE;Autres formations de niveau 5;43.0;53.0;;;65.0;70.0;72.0;4519.0
cumul 2019-2020;0754755L;Centre de Formation d'apprentis - Boulangerie et Patisserie;ILE-DE-FRANCE;CAP;51.0;65.0;20.0;;61.0;64.0;57.0;4523.0
cumul 2019-2020;0754816C;Centre de Formation d'apprentis - Edition;ILE-DE-FRANCE;BTS;61.0;;14.0;;;;;4528.0
cumul 2019-2020;0755777X;Pro Sap Formations;ILE-DE-FRANCE;CAP;14.0;51.0;42.0;;54.0;56.0;56.0;4533.0
cumul 2019-2020;0756004U;OF-CFA Elysées Marbeuf;ILE-DE-FRANCE;BTS;;;;;;;;4537.0
cumul 2019-2020;0756011B;OF-CFA IPF Conseil et Ressources;ILE-DE-FRANCE;Autres formations de niveau 5;;;;;;;;4538.0
cumul 2019-2020;0761819P;Bâtiment CFA Rouen - espace Lanfry;NORMANDIE;Autres formations de niveau 4;;;;;;;;4540.0
cumul 2019-2020;0762232N;Centre de formation d'apprentis de la coiffure Marc Ruyer;NORMANDIE;MC3;65.0;;19.0;;;;;4542.0
cumul 2019-2020;0772690F;CMA IDF - 77 - IMA du Pays de Montereau;ILE-DE-FRANCE;BTS;19.0;77.0;50.0;;84.0;85.0;82.0;4560.0
cumul 2019-2020;0772742M;CFA UTEC;ILE-DE-FRANCE;Autres formations de niveau 5;38.0;60.0;;;69.0;49.0;54.0;4562.0
