persona,organisation_nom,organisation_nom_legal,siren,siret,annee_creation,date_creation_source_url,adresse_ville,adresse_departement,adresse_region,site_web_url,linkedin_entreprise_url,type_structure,modalite_presume,preuve_modalite,contact_nom,contact_role,contact_linkedin_url,contact_email_public,contact_tel_public,source_contact_preuve,notes_qualite,score_fit,raisons_score
A,CFA GRAND SUD (SKOOL N'JOB),CFA GRAND SUD,940754229,94075422900018,2025,https://annuaire-entreprises.data.gouv.fr/entreprise/940754229,RAMONVILLE-SAINT-AGNE,31,Occitanie,https://annuaire-entreprises.data.gouv.fr/entreprise/940754229,,CFA,presentiel,Déduit du nom/type (CFA = généralement présentiel),,,,,,,"Spécialité DGEFP: Enseignement, formation | 0 stagiaires déclarés",80,CFA identifié | Création 2025 (critère principal) | Hors IDF (31) | Confirmé base DGEFP
A,3AIM CFA,3AIM CFA,937988905,93798890500017,2024,https://annuaire-entreprises.data.gouv.fr/entreprise/937988905,SAINT-ANDRE,974,La Réunion,https://annuaire-entreprises.data.gouv.fr/entreprise/937988905,,CFA,presentiel,Déduit du nom/type (CFA = généralement présentiel),,,,,,,Spécialité DGEFP: Autres... | 0 stagiaires déclarés,80,CFA identifié | Création 2024 (critère principal) | Hors IDF (974) | Confirmé base DGEFP
A,CFA MAISON DE LA COIFFURE,CFA MAISON DE LA COIFFURE,931828438,93182843800016,2024,https://annuaire-entreprises.data.gouv.fr/entreprise/931828438,LIMOGES,87,Nouvelle-Aquitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/931828438,,CFA,presentiel,Déduit du nom/type (CFA = généralement présentiel),,,,,,,"Spécialité DGEFP: Coiffure, esthétique et autres spécialités des services aux  | 0 stagiaires déclarés",80,CFA identifié | Création 2024 (critère principal) | Hors IDF (87) | Confirmé base DGEFP
A,ASSOCIATION DE GESTION DU CFA MTA (CFA MTA),ASSOCIATION DE GESTION DU CFA MTA,923338065,92333806500017,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/923338065,CHATEAUDUN,28,Centre-Val de Loire,https://annuaire-entreprises.data.gouv.fr/entreprise/923338065,,CFA,presentiel,Déduit du nom/type (CFA = généralement présentiel),,,,,,,Spécialité DGEFP: Spécialités plurivalentes de l'agronomie et de l'agriculture | 212 stagiaires déclarés,80,CFA identifié | Création 2023 (critère principal) | Hors IDF (28) | Confirmé base DGEFP
A,CENTRE FAHD DE FORMATION (AUDE FORMATION SECURITE PRIVEE),CENTRE FAHD DE FORMATION,982049652,98204965200026,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/982049652,NARBONNE,11,Occitanie,https://annuaire-entreprises.data.gouv.fr/entreprise/982049652,,OF,presentiel,,Hafid Alayoud,Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 982049652),Spécialité DGEFP: Autres... | 0 stagiaires déclarés,85,Organisme de formation confirmé | Création 2023 (critère principal) | Hors IDF (11) | Confirmé base DGEFP
A,CENTRE DE FORMATION ESPACE CONDUITE NANTES,CENTRE DE FORMATION ESPACE CONDUITE NANTES,980569040,98056904000010,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/980569040,NANTES,44,Pays de la Loire,https://annuaire-entreprises.data.gouv.fr/entreprise/980569040,,OF,presentiel,,Cyrille Taibaly,Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 980569040),"Spécialité DGEFP: Enseignement, formation | 5 stagiaires déclarés",85,Organisme de formation confirmé | Création 2023 (critère principal) | Hors IDF (44) | Confirmé base DGEFP
A,CENTRE DE FORMATION LE VIEUX MONASTERE,CENTRE DE FORMATION LE VIEUX MONASTERE,939619987,93961998700018,2025,https://annuaire-entreprises.data.gouv.fr/entreprise/939619987,SAINT-HILAIRE-DE-VILLEFRANCHE,17,Nouvelle-Aquitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/939619987,,OF,presentiel,,Jérémy Vaqueta,Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 939619987),"Spécialité DGEFP: Droit, sciences politiques | 0 stagiaires déclarés",85,Organisme de formation confirmé | Création 2025 (critère principal) | Hors IDF (17) | Confirmé base DGEFP
A,MAGSCHOOL CENTRE DE FORMATION EN LANGUES,MAGSCHOOL CENTRE DE FORMATION EN LANGUES,939873493,93987349300018,2025,https://annuaire-entreprises.data.gouv.fr/entreprise/939873493,NANTES,44,Pays de la Loire,https://annuaire-entreprises.data.gouv.fr/entreprise/939873493,,OF,presentiel,,Magdalena Leduchowska-vasseur (leduchowska),Gérant,,,,API recherche-entreprises.api.gouv.fr (SIREN 939873493),"Spécialité DGEFP: Langues vivantes, civilisations étrangères et régionales | 0 stagiaires déclarés",85,Organisme de formation confirmé | Création 2025 (critère principal) | Hors IDF (44) | Confirmé base DGEFP
A,OFAC (ORGANISME DE FORMATION D'ANISSA CHARFEDDINE) (OFAC),OFAC (ORGANISME DE FORMATION D'ANISSA CHARFEDDINE),982538308,98253830800015,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/982538308,MARSEILLE,13,Provence-Alpes-Côte d'Azur,https://annuaire-entreprises.data.gouv.fr/entreprise/982538308,,OF,inconnu,,Anissa Charfeddine,Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 982538308),Spécialité DGEFP: Formations générales | 31 stagiaires déclarés,85,Organisme de formation confirmé | Création 2023 (critère principal) | Hors IDF (13) | Confirmé base DGEFP
A,SMDA FORMATION SAS SOCIETE MEDICO-DENTAIRE DES ANTILLES FORMATION SAS (OMDA ORGANISME MEDICO-DENTAIRE DES ANTILLES) (SMDA),SMDA FORMATION SAS SOCIETE MEDICO-DENTAIRE DES ANTILLES FORMATION SAS,980474159,98047415900012,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/980474159,BAIE-MAHAULT,971,Guadeloupe,https://annuaire-entreprises.data.gouv.fr/entreprise/980474159,,OF,inconnu,,Simon Beaupin-poret (beaupin),Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 980474159),Spécialité DGEFP: Santé | 0 stagiaires déclarés,85,Organisme de formation confirmé | Création 2023 (critère principal) | Hors IDF (971) | Confirmé base DGEFP
A,FORMATION REGIONALE ACADEMIQUE ET PROFESSIONNELLE (F.R.A.P) (F.R.A.P),FORMATION REGIONALE ACADEMIQUE ET PROFESSIONNELLE,978061398,97806139800019,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/978061398,SAINT-DENIS,974,La Réunion,https://annuaire-entreprises.data.gouv.fr/entreprise/978061398,,OF,inconnu,,Asad Amode adame,Directeur Général,,,,API recherche-entreprises.api.gouv.fr (SIREN 978061398),Spécialité DGEFP: Formations générales | 53 stagiaires déclarés,85,Organisme de formation confirmé | Création 2023 (critère principal) | Hors IDF (974) | Confirmé base DGEFP
A,INSTITUT DE FORMATION ET ACCOMPAGNEMENT DES PROFESSIONNELS (IFAAP) (IFAAP),INSTITUT DE FORMATION ET ACCOMPAGNEMENT DES PROFESSIONNELS,939314704,93931470400015,2025,https://annuaire-entreprises.data.gouv.fr/entreprise/939314704,BON-ENCONTRE,47,Nouvelle-Aquitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/939314704,,OF,inconnu,,Julien Coyart,Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 939314704),Spécialité DGEFP: Autres... | 0 stagiaires déclarés,85,Organisme de formation confirmé | Création 2025 (critère principal) | Hors IDF (47) | Confirmé base DGEFP
A,CENTRE DE FORMATION PROFESSIONNELLE DU TERTIAIRE ET DE L'INDUSTRIE HOTELIERE (CFPTIH),CENTRE DE FORMATION PROFESSIONNELLE DU TERTIAIRE ET DE L'INDUSTRIE HOTELIERE,992281063,99228106300014,2025,https://annuaire-entreprises.data.gouv.fr/entreprise/992281063,MARSEILLE,13,Provence-Alpes-Côte d'Azur,https://annuaire-entreprises.data.gouv.fr/entreprise/992281063,,OF,presentiel,,Nicolas Attard,Gérant,,,,API recherche-entreprises.api.gouv.fr (SIREN 992281063),"Spécialité DGEFP: Ressources humaines, gestion du personnel, gestion de l'empl | 0 stagiaires déclarés",85,Organisme de formation confirmé | Création 2025 (critère principal) | Hors IDF (13) | Confirmé base DGEFP
A,TRAJECTIO FORMATION,TRAJECTIO FORMATION,934780230,93478023000017,2024,https://annuaire-entreprises.data.gouv.fr/entreprise/934780230,LILLE,59,Hauts-de-France,https://annuaire-entreprises.data.gouv.fr/entreprise/934780230,,CFA,inconnu,,Eric Thoilliez,Directeur Général,,,,API recherche-entreprises.api.gouv.fr (SIREN 934780230),Spécialité DGEFP: Autres... | 0 stagiaires déclarés,85,Organisme de formation confirmé | Création 2024 (critère principal) | Hors IDF (59) | Confirmé base DGEFP
A,GMP FORMATION,GMP FORMATION,953065471,95306547100013,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/953065471,TOULOUSE,31,Occitanie,https://annuaire-entreprises.data.gouv.fr/entreprise/953065471,,OF,inconnu,,Gaël Margot,Gérant,,,,API recherche-entreprises.api.gouv.fr (SIREN 953065471),"Spécialité DGEFP: Secrétariat, bureautique | 69 stagiaires déclarés",85,Organisme de formation confirmé | Création 2023 (critère principal) | Hors IDF (31) | Confirmé base DGEFP
