Année;UAI;Libellé;Région;DEVENIR Part poursuite études;DEVENIR Part en emploi 6 mois;DEVENIR Part autre situation 6 mois;Part contrats apprentissage interrompus;Taux poursuite études;Taux emploi 6 mois;Taux emploi 6 mois attendu;VA emploi 6 mois;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois;num_ligne
cumul 2021-2022;0801967D;Organisme de formation-Centre de formation d'apprentis de l'Economie Sociale et Solidaire de l'Animation et du Sport Amiens;HAUTS-DE-FRANCE;22.0;53.0;25.0;;22.0;68.0;62.0;6.0;70.0;70.0;69.0;5149.0
cumul 2021-2022;0694445G;Organisme de formation-Centre de formation d'apprentis BUSINESS EFFICIENCE JONAGE;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;5151.0
cumul 2021-2022;0111059S;SUPEXUP, Ecoles de commerce privées;OCCITANIE;44.0;46.0;10.0;;44.0;82.0;70.0;12.0;73.0;59.0;73.0;5160.0
cumul 2021-2022;0134280G;sarl GROUPE SOMEFORM;PROVENCE-ALPES-COTE D'AZUR;30.0;47.0;23.0;;30.0;67.0;67.0;0.0;73.0;70.0;67.0;5161.0
cumul 2021-2022;0550939X;Greta CFA Lorraine Ouest;GRAND EST;85.0;11.0;4.0;;85.0;;;;;;;5165.0
cumul 2021-2022;0050606G;Maison Familiale Rurale de Ventavon;PROVENCE-ALPES-COTE D'AZUR;24.0;48.0;28.0;;24.0;;;;;;;5172.0
cumul 2021-2022;0870875D;Maison Familiale Rurale de Beynac;NOUVELLE-AQUITAINE;;;;;;;;;;;;5173.0
cumul 2021-2022;0352495X;CPSA de Combourg;BRETAGNE;7.0;72.0;21.0;;7.0;78.0;70.0;7.0;81.0;93.0;89.0;5184.0
cumul 2021-2022;0851403N;Centre de formation institut de formation commerce et métiers;PAYS DE LA LOIRE;50.0;35.0;15.0;;50.0;70.0;71.0;-1.0;81.0;83.0;85.0;5186.0
cumul 2021-2022;0340994W;IDELCA Business School;OCCITANIE;16.0;18.0;66.0;;16.0;22.0;34.0;-12.0;24.0;21.0;22.0;5192.0
cumul 2021-2022;0573803Z;Organisme de formation-Centre de formation d apprentis AFLOR ACTIMUM de METZ;GRAND EST;;;;;;;;;;;;5193.0
cumul 2021-2022;0597173B;Organisme de formation-Centre de formation d'apprentis ACTIF CNT - Centre de Formation aux Nouvelles Technologies de VALENCIENNES;HAUTS-DE-FRANCE;22.0;33.0;45.0;;22.0;42.0;54.0;-12.0;30.0;42.0;37.0;5196.0
cumul 2021-2022;9741707M;Organisme formation-centre de formation d'apprentis Ordia Le Port;LA REUNION;46.0;32.0;22.0;;46.0;60.0;52.0;8.0;55.0;58.0;38.0;5202.0
cumul 2021-2022;0150786Y;Chambre de Commerce et d'Industrie du Cantal;AUVERGNE-RHONE-ALPES;24.0;42.0;34.0;;24.0;55.0;63.0;-9.0;64.0;64.0;55.0;5205.0
cumul 2021-2022;0891041Y;Maison Familiale Rurale du senonais - Gron;BOURGOGNE-FRANCHE-COMTE;;;;;;;;;;;;5220.0
cumul 2021-2022;0932807W;CFA AC Paris;ILE-DE-FRANCE;0.0;82.0;18.0;;0.0;82.0;70.0;12.0;79.0;64.0;57.0;5221.0
cumul 2021-2022;0195066D;Organisme de formation-Centre de formation d'apprentis INISUP CCI CORREZE BRIVE LA GAILLARDE;NOUVELLE-AQUITAINE;;;;;;;;;;;;5222.0
cumul 2021-2022;0301673F;Sud Formation Conseil;OCCITANIE;;;;;;;;;;;;5223.0
cumul 2021-2022;0383174U;Organisme de formation-Centre de formation d'apprentis de FCR 38 Compagnons du Tour de France-Echirolles;AUVERGNE-RHONE-ALPES;40.0;39.0;21.0;;40.0;65.0;73.0;-8.0;63.0;65.0;69.0;5227.0
cumul 2021-2022;0756011B;OF-CFA IPF Conseil et Ressources;ILE-DE-FRANCE;51.0;31.0;18.0;;51.0;64.0;62.0;1.0;68.0;63.0;65.0;5234.0
cumul 2021-2022;0756153F;Of-Cfa Valeur Ajoutée;ILE-DE-FRANCE;60.0;19.0;21.0;;60.0;48.0;58.0;-10.0;52.0;62.0;56.0;5238.0
cumul 2021-2022;0783606W;CFA DES METIERS DE L AGRICULTURE;ILE-DE-FRANCE;20.0;44.0;36.0;;20.0;54.0;57.0;-3.0;59.0;59.0;60.0;5239.0
cumul 2021-2022;0597138N;Organisme de formation-Centre de formation d'apprentis de Thalass'sun de DUNKERQUE;HAUTS-DE-FRANCE;;;;;;;;;;;;5242.0
cumul 2021-2022;0841173U;Institut Formation Conseil Avignon;PROVENCE-ALPES-COTE D'AZUR;61.0;25.0;14.0;;61.0;63.0;67.0;-4.0;71.0;74.0;81.0;5245.0
cumul 2021-2022;0660952B;Organisme de formation-Centre de formation d'apprentis de Formation Plus Méditerranée, Perpignan;OCCITANIE;36.0;36.0;28.0;;36.0;56.0;56.0;-1.0;67.0;59.0;74.0;5248.0
cumul 2021-2022;0470941T;Organisme de formation-Centre de formation d'apprentis du bâtiment et des travaux publics du Lot-et-Garonne;NOUVELLE-AQUITAINE;43.0;39.0;18.0;;43.0;68.0;67.0;1.0;75.0;69.0;72.0;5251.0
cumul 2021-2022;0050621Y;Greta-CFA Alpes Provence;PROVENCE-ALPES-COTE D'AZUR;33.0;47.0;20.0;;33.0;69.0;66.0;3.0;74.0;74.0;75.0;5260.0
cumul 2021-2022;0131786W;CFA METIERS DE L'AUTOMOBILE;PROVENCE-ALPES-COTE D'AZUR;36.0;38.0;26.0;;36.0;59.0;67.0;-7.0;67.0;70.0;69.0;5263.0
cumul 2021-2022;0694202T;Centre de formation continue Opus formation;AUVERGNE-RHONE-ALPES;10.0;60.0;30.0;;10.0;67.0;58.0;9.0;67.0;66.0;66.0;5266.0
cumul 2021-2022;0741158G;Organisme de formation-Centre de formation d'apprentis du campus de Groisy-Groisy;AUVERGNE-RHONE-ALPES;40.0;43.0;17.0;;40.0;71.0;72.0;-1.0;73.0;68.0;67.0;5268.0
cumul 2021-2022;0811370Z;ORGANISME DE FORMATION - CENTRE DE FORMATION D APPRENTIS EEAM;OCCITANIE;;;;;;;;;;;;5272.0
cumul 2021-2022;0875084D;CTRE DE FORMATION D'APPRENTIS DE L'ACADEMIE DE LIMOGES;NOUVELLE-AQUITAINE;36.0;42.0;22.0;;36.0;67.0;69.0;-2.0;74.0;73.0;74.0;5282.0
cumul 2021-2022;0382938M;Maison Familiale Rurale de Moirans;AUVERGNE-RHONE-ALPES;29.0;63.0;8.0;;29.0;88.0;78.0;10.0;86.0;82.0;87.0;5287.0
cumul 2021-2022;0501929A;CFA AFASEC Graignes;NORMANDIE;32.0;55.0;13.0;;32.0;;;;;;;5288.0
cumul 2021-2022;0573746M;BPC-ESC;GRAND EST;41.0;43.0;16.0;;41.0;73.0;71.0;2.0;73.0;50.0;59.0;5289.0
cumul 2021-2022;0631959M;CFA Régional du Transport et de la Logistique en Auvergne;AUVERGNE-RHONE-ALPES;24.0;63.0;13.0;;24.0;83.0;73.0;10.0;88.0;80.0;81.0;5291.0
cumul 2021-2022;0133810W;INSTITUT FORMATION CONSEIL MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;47.0;36.0;17.0;;47.0;68.0;64.0;4.0;75.0;71.0;71.0;5301.0
cumul 2021-2022;0342347S;Organisme de formation-Centre de formation d'apprentis de l'Institut Régional de Formation aux Métiers de l'Artisanat de l'Hérault, Montpellier;OCCITANIE;28.0;38.0;34.0;;28.0;53.0;61.0;-8.0;64.0;60.0;60.0;5304.0
cumul 2021-2022;0694179T;Centre de formation continue Bâtiment Travaux Publics FORMA BTP;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;5308.0
cumul 2021-2022;0752206R;Of-Cfa Stephenson Formation;ILE-DE-FRANCE;52.0;32.0;16.0;;52.0;65.0;63.0;2.0;71.0;68.0;71.0;5310.0
cumul 2021-2022;0922853B;Organisme de formation-Centre de formation d'apprentis Compétences Commerce - International;ILE-DE-FRANCE;60.0;24.0;16.0;;60.0;59.0;64.0;-5.0;63.0;64.0;70.0;5312.0
cumul 2021-2022;0693701Y;Organisme de formation-Centre de formation d'apprentis AFTRAL TRANSPORT ET LOGISTIQUE VAULX EN VELIN;AUVERGNE-RHONE-ALPES;30.0;39.0;31.0;;30.0;;;;;;;5315.0
cumul 2021-2022;0721522N;ECOFAC LE MANS ECOFAC EVOLUTION;PAYS DE LA LOIRE;34.0;42.0;24.0;;34.0;64.0;63.0;1.0;71.0;76.0;80.0;5324.0
cumul 2021-2022;0624496A;Organisme de formation-Centre de Formation d'apprentis de l'Académie Culinaire Stéphane Bulteau de BOULOGNE-SUR-MER;HAUTS-DE-FRANCE;32.0;54.0;14.0;;32.0;;;;;;;5328.0
cumul 2021-2022;0781779K;CFA des Yvelines;ILE-DE-FRANCE;30.0;43.0;27.0;;30.0;62.0;65.0;-3.0;67.0;65.0;71.0;5330.0
cumul 2021-2022;0342384G;Organisme de formation-Centre de formation d'apprentis des Transports en Commun, Montpellier;OCCITANIE;;;;;;;;;;;;5341.0
cumul 2021-2022;0212052S;CFA SAINT BENIGNE;BOURGOGNE-FRANCHE-COMTE;44.0;41.0;15.0;;44.0;72.0;74.0;-2.0;75.0;77.0;75.0;5342.0
cumul 2021-2022;0312694K;Organisme de formation - Centre de formation d'apprentisde la propreté INHNI;OCCITANIE;35.0;39.0;26.0;;35.0;59.0;58.0;1.0;60.0;62.0;67.0;5344.0
cumul 2021-2022;0932754N;Institut Aero Formation;ILE-DE-FRANCE;12.0;52.0;36.0;;12.0;59.0;60.0;-1.0;66.0;62.0;64.0;5349.0
cumul 2021-2022;0383551D;Ecole de gestion et de commerce CCI Villefontaine;AUVERGNE-RHONE-ALPES;45.0;47.0;8.0;;45.0;86.0;75.0;11.0;86.0;89.0;79.0;5353.0
cumul 2021-2022;0421187M;Maison Familiale Rurale de Saint-Germain Lespinasse;AUVERGNE-RHONE-ALPES;41.0;30.0;29.0;;41.0;52.0;64.0;-12.0;70.0;73.0;73.0;5357.0
cumul 2021-2022;0442932Y;Organisme de formation-Centre de formation d'apprentis de 360 Formation - St Nazaire;PAYS DE LA LOIRE;;;;;;;;;;;;5358.0
cumul 2021-2022;0802084F;Organisme de formation-Centre de formation d'apprentis du CF3A Amiens;HAUTS-DE-FRANCE;36.0;45.0;19.0;;36.0;71.0;73.0;-2.0;77.0;74.0;78.0;5367.0
cumul 2021-2022;0562011G;CFA de l'ENVSN - Saint-Pierre Quiberon;BRETAGNE;;;;;;;;;;;;5377.0
cumul 2021-2022;0624501F;CFA Université du Littoral Côte d'Opale (ULCO);HAUTS-DE-FRANCE;66.0;25.0;9.0;;66.0;73.0;70.0;3.0;73.0;86.0;86.0;5380.0
cumul 2021-2022;0542507G;Organisme de formation-Centre de formation d'apprentis du CNAM Grand Est de Nancy;GRAND EST;19.0;33.0;48.0;;19.0;41.0;53.0;-12.0;34.0;52.0;59.0;5384.0
cumul 2021-2022;0330176M;Maison Familiale Rurale de Blaye;NOUVELLE-AQUITAINE;13.0;55.0;32.0;;13.0;64.0;63.0;0.0;82.0;76.0;85.0;5388.0
cumul 2021-2022;9730531P;Organisme de formation-Centre de formation d'apprentis Ofa Guyane Cayenne;GUYANE;10.0;45.0;45.0;;10.0;;;;;;;5393.0
cumul 2021-2022;9740922J;CFA Saint Joseph;LA REUNION;27.0;27.0;46.0;;27.0;37.0;49.0;-12.0;41.0;46.0;55.0;5394.0
cumul 2021-2022;0352997T;CFA PROMOTRANS FPC Noyal-Chatillon s/Seiche;BRETAGNE;;;;;;;;;;;;5403.0
cumul 2021-2022;0831780J;Organisme de formation-Centre de formation d'apprentis Institut de formation des établissements touristiques et hôteliers Puget sur Argens;PROVENCE-ALPES-COTE D'AZUR;10.0;49.0;41.0;;10.0;54.0;59.0;-4.0;58.0;50.0;55.0;5411.0
cumul 2021-2022;0756087J;OF-CFA Trans-Faire;ILE-DE-FRANCE;12.0;49.0;39.0;;12.0;56.0;67.0;-11.0;60.0;63.0;61.0;5424.0
cumul 2021-2022;0932748G;CFA Institut Prozdor;ILE-DE-FRANCE;;;;;;;;;;;;5426.0
cumul 2021-2022;0261478R;Organisme de formation-Centre de formation d'apprentis - AFTRAL - PORTES LES VALENCE;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;5428.0
cumul 2021-2022;0761350E;Organisme de formation-Centre de formation d'apprentis Pôle formation UIMM Eure Seine Estuaire -Site du Havre;NORMANDIE;34.0;47.0;19.0;;34.0;71.0;75.0;-4.0;78.0;75.0;87.0;5431.0
cumul 2021-2022;0240090T;EPSECO MIX - Talis Business School - Campus de Bergerac;NOUVELLE-AQUITAINE;15.0;28.0;57.0;;15.0;33.0;45.0;-11.0;42.0;41.0;45.0;5434.0
cumul 2021-2022;0694395C;Organisme de formation-Centre de formation d'apprentis de Nicollin SAS Saint-Fons;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;5447.0
cumul 2021-2022;0754674Y;Sup'Expertise CFA pour l'Expertise Comptable;ILE-DE-FRANCE;58.0;23.0;19.0;;58.0;56.0;59.0;-3.0;63.0;63.0;64.0;5448.0
cumul 2021-2022;0642134X;organisme de formation-centre de formation d'apprentis fondation infa pau;NOUVELLE-AQUITAINE;;;;;;;;;;;;5461.0
cumul 2021-2022;0756249K;OF-CFA BUSINESS IMMO;ILE-DE-FRANCE;27.0;64.0;9.0;;27.0;;;;;;;5462.0
cumul 2021-2022;0755221T;Centre de Formation d'apprentis - Santé animale;ILE-DE-FRANCE;0.0;86.0;14.0;;0.0;86.0;74.0;12.0;91.0;89.0;86.0;5476.0
cumul 2021-2022;0222000E;Greta-CFA des Côtes d'Armor;BRETAGNE;29.0;56.0;15.0;;29.0;79.0;73.0;6.0;88.0;88.0;90.0;5481.0
cumul 2021-2022;0441969B;Centre de Formation d'Apprentis Maisons Familiales Rurales;PAYS DE LA LOIRE;44.0;38.0;18.0;;44.0;69.0;64.0;5.0;75.0;72.0;80.0;5484.0
cumul 2021-2022;0755996K;OC-CFA Association de prévention du site de la Villette;ILE-DE-FRANCE;;;;;;;;;;;;5491.0
cumul 2021-2022;0811343V;CFA du Tarn;OCCITANIE;39.0;39.0;22.0;;39.0;64.0;65.0;-1.0;71.0;67.0;77.0;5493.0
cumul 2021-2022;0341728U;Institut Régional du Travail Social;OCCITANIE;19.0;56.0;25.0;;19.0;68.0;67.0;1.0;68.0;68.0;55.0;5496.0
cumul 2021-2022;0790994B;Maison Familiale Rurale de Bouillé-Saint-Paul;NOUVELLE-AQUITAINE;33.0;48.0;19.0;;33.0;;;;;;;5498.0
cumul 2021-2022;0261036K;Organisme de formation-Centre de formation d'apprentis de CFMDA-Livron Sur Drôme;AUVERGNE-RHONE-ALPES;45.0;37.0;18.0;;45.0;67.0;64.0;3.0;74.0;71.0;75.0;5504.0
cumul 2021-2022;0062199H;Organisme de formation-Centre de formation d'apprentis VISIPLUS Valbonne;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;5509.0
cumul 2021-2022;0740298X;Organisme de formation-Centre de formation d'apprentis des métiers de l'automobile-Thonon-Les-Bains;AUVERGNE-RHONE-ALPES;41.0;43.0;16.0;;41.0;73.0;73.0;0.0;74.0;70.0;68.0;5513.0
cumul 2021-2022;9741703H;Organisme de formation-Centre de formation d'apprentis Formation Emploi Insertion Sainte Clotilde;LA REUNION;68.0;18.0;14.0;;68.0;;;;;;;5520.0
cumul 2021-2022;0313013G;ORGANISME DE FORMATION - CENTRE DE FORMATION D APPRENTIS SAS IFCDis Groupe;OCCITANIE;15.0;38.0;47.0;;15.0;45.0;54.0;-9.0;51.0;54.0;55.0;5524.0
cumul 2021-2022;0741438L;Maison Familiale Rurale de Seyssel;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;5529.0
cumul 2021-2022;0755584M;Progress com;ILE-DE-FRANCE;;;;;;;;;;;;5531.0
cumul 2021-2022;0080951R;Maison Familiale Rurale de Lucquy;GRAND EST;13.0;61.0;26.0;;13.0;70.0;67.0;4.0;70.0;74.0;63.0;5538.0
cumul 2021-2022;0022191W;Organisme de formation-Centre de formation d'apprentis de 3 solutions avec l'alternance Saint-Quentin;HAUTS-DE-FRANCE;4.0;52.0;44.0;;4.0;54.0;48.0;6.0;48.0;56.0;58.0;5544.0
cumul 2021-2022;0292159P;CFA Institut nautique Concarneau;BRETAGNE;12.0;53.0;35.0;;12.0;59.0;64.0;-5.0;78.0;61.0;78.0;5556.0
cumul 2021-2022;0312986C;ORGANISME DE FORMATION - CENTRE DE FORMATION DAPPRENTIS TEMANA - COLOMIERS;OCCITANIE;;;;;;;;;;;;5560.0
cumul 2021-2022;9711302N;Organisme de formation-Centre de formation d'apprentis Forma Plus Sasu;GUADELOUPE;21.0;25.0;54.0;;21.0;31.0;43.0;-12.0;49.0;46.0;43.0;5576.0
cumul 2021-2022;0371685F;Organisme de formation-Centre de formation d'apprentis de la MFEO BOURGUEILF-CFA MFEO Bourgueil;CENTRE-VAL DE LOIRE;4.0;54.0;42.0;;4.0;57.0;56.0;0.0;35.0;48.0;52.0;5579.0
cumul 2021-2022;0541958K;Organisme de formation-Centre de formation d'apprentis transport et logistique de Jarville;GRAND EST;17.0;63.0;20.0;;17.0;77.0;71.0;5.0;78.0;77.0;79.0;5594.0
cumul 2021-2022;9741731N;Organisme formation - Centre formation d'Apprentis Gold Formation de Saint Benoit;LA REUNION;;;;;;;;;;;;5600.0
cumul 2021-2022;0251897B;Ecole des travaux publics Bourgogne Franche-Comté;BOURGOGNE-FRANCHE-COMTE;44.0;39.0;17.0;;44.0;70.0;70.0;1.0;77.0;73.0;79.0;5608.0
cumul 2021-2022;0870634S;unec87 MAISON DE LA COIFFURE;NOUVELLE-AQUITAINE;;;;;;;;;;;;5618.0
cumul 2021-2022;0763150L;Centre de formation d'apprentis de l'industrie Rouen-Dieppe;NORMANDIE;33.0;54.0;13.0;;33.0;80.0;78.0;2.0;87.0;85.0;90.0;5621.0
cumul 2021-2022;0781203J;Organisme de formation-Centre de formation d'apprentis - la Navigation Fluviale;ILE-DE-FRANCE;2.0;81.0;17.0;;2.0;83.0;74.0;9.0;83.0;85.0;85.0;5622.0
cumul 2021-2022;0942463S;CFA U Enseigne Coopérative;ILE-DE-FRANCE;34.0;57.0;9.0;;34.0;87.0;75.0;12.0;87.0;82.0;87.0;5625.0
cumul 2021-2022;0442789T;Centre de formation continue Henriman Formation;PAYS DE LA LOIRE;75.0;21.0;4.0;;75.0;83.0;77.0;6.0;86.0;72.0;72.0;5627.0
cumul 2021-2022;0611162G;Organisme de formation-Centre de formation d'apprentis Polyvia Formation Alençon - Normandie;NORMANDIE;57.0;33.0;10.0;;57.0;76.0;68.0;8.0;86.0;67.0;71.0;5629.0
cumul 2021-2022;0692366X;Centre de Formation continue des Métiers des Arts de la Coiffure;AUVERGNE-RHONE-ALPES;32.0;46.0;22.0;;32.0;68.0;73.0;-6.0;58.0;42.0;58.0;5630.0
cumul 2021-2022;0692705R;Maison Familiale Rurale des 4 vallées Lamure-sur-Azergues;AUVERGNE-RHONE-ALPES;55.0;34.0;11.0;;55.0;74.0;67.0;8.0;83.0;74.0;74.0;5632.0
cumul 2021-2022;0642020Y;ASFO Pyrénées;NOUVELLE-AQUITAINE;;;;;;;;;;;;5634.0
cumul 2021-2022;0942129D;EPITECH;ILE-DE-FRANCE;35.0;30.0;35.0;;35.0;46.0;49.0;-3.0;42.0;67.0;75.0;5635.0
cumul 2021-2022;0542415G;Organisme de formation-Centre de formation d'apprentis du Travail Social de Lorraine à Nancy;GRAND EST;10.0;76.0;14.0;;10.0;85.0;73.0;12.0;85.0;85.0;78.0;5641.0
cumul 2021-2022;0941887R;AFTRAL CFA TL Rungis;ILE-DE-FRANCE;39.0;39.0;22.0;;39.0;65.0;68.0;-3.0;61.0;65.0;68.0;5644.0
cumul 2021-2022;9711189R;Institut Formelec;GUADELOUPE;0.0;57.0;43.0;;0.0;57.0;58.0;-1.0;67.0;76.0;71.0;5647.0
cumul 2021-2022;9730142S;CFA chambre des métiers de GUYANE;GUYANE;18.0;38.0;44.0;;18.0;46.0;55.0;-9.0;51.0;46.0;52.0;5648.0
cumul 2021-2022;9730367L;Maison Familiale Rurale de Mana;GUYANE;;;;;;;;;;;;5649.0
cumul 2021-2022;7200680B;CFA ECOLE COMMERCE ET MANAGEMENT CORSICA BORGO;CORSE;39.0;39.0;22.0;;39.0;64.0;69.0;-4.0;81.0;67.0;77.0;5656.0
cumul 2021-2022;0261547R;Organisme de formation-Centre de formation d'apprentis - BOULANGERIE ECOLE L'AURA - Chabeuil;AUVERGNE-RHONE-ALPES;35.0;54.0;11.0;;35.0;;;;;;;5661.0
cumul 2021-2022;0580739N;CFA de la Nièvre;BOURGOGNE-FRANCHE-COMTE;35.0;42.0;23.0;;35.0;65.0;67.0;-2.0;66.0;71.0;70.0;5668.0
cumul 2021-2022;0641395U;Organisme de formation-Centre de formation d'apprentis du bâtiment et des travaux publics des Pyrénées Atlantiques;NOUVELLE-AQUITAINE;44.0;40.0;16.0;;44.0;71.0;71.0;0.0;75.0;74.0;73.0;5669.0
cumul 2021-2022;0861454N;Organisme de formation-Centre de formation d'apprentis de Act'In Campus Pro Chasseneuil du Poitou;NOUVELLE-AQUITAINE;15.0;54.0;31.0;;15.0;64.0;56.0;8.0;62.0;69.0;64.0;5672.0
cumul 2021-2022;0682076M;Ecole supérieure de Commerce des trois frontières;GRAND EST;;;;;93.0;;;;;;;5679.0
cumul 2021-2022;0861131M;Maison Familiale Rurale de Gencay;NOUVELLE-AQUITAINE;32.0;50.0;18.0;;32.0;;;;;;;5681.0
cumul 2021-2022;0841224Z;Centre de formation continue les Chênes;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;5683.0
cumul 2021-2022;9741769E;Organisme formation-Centre de formation d'apprentis Synergie Océan Indien Bras Panon;LA REUNION;31.0;14.0;55.0;;31.0;20.0;32.0;-12.0;32.0;34.0;41.0;5686.0
cumul 2021-2022;0681498J;Centre de Formation d'apprentis Centre Alsace Marcel Rudloff;GRAND EST;49.0;33.0;18.0;;49.0;65.0;67.0;-2.0;74.0;69.0;73.0;5690.0
cumul 2021-2022;0692781Y;Organisme de formation-Centre de formation d'apprentis Association pour la Formation Professionnelle dans les Industries de l'Ameublement AFPIA LYON;AUVERGNE-RHONE-ALPES;23.0;60.0;17.0;;23.0;78.0;75.0;3.0;81.0;83.0;80.0;5691.0
cumul 2021-2022;0861419A;Organisme de formation - Centre de formation d'apprentis Académique de Poitiers;NOUVELLE-AQUITAINE;34.0;47.0;19.0;;34.0;70.0;75.0;-5.0;79.0;76.0;79.0;5699.0
cumul 2021-2022;0430886E;Maison Familiale Rurale de Sainte-Florine;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;5707.0
cumul 2021-2022;0142407R;Ecole supérieure de commerce en alternance ESCA;NORMANDIE;;;;;;;;;;;;5708.0
cumul 2021-2022;0441831B;Maison Familiale Rurale de Riaillé;PAYS DE LA LOIRE;;;;;;;;;;;;5710.0
cumul 2021-2022;0711940Y;CEFAA CHAGNY;BOURGOGNE-FRANCHE-COMTE;3.0;76.0;21.0;;3.0;79.0;67.0;11.0;79.0;82.0;75.0;5714.0
cumul 2021-2022;0755544U;Of-Cfa Silvya Terrade Vaugirard;ILE-DE-FRANCE;37.0;36.0;27.0;;37.0;57.0;66.0;-9.0;63.0;65.0;74.0;5727.0
cumul 2021-2022;0134399L;INSTITUT AERO FORMATIONS;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;5733.0
cumul 2021-2022;0342009Z;Organisme de formation-Centre de formation d'apprentis de l' Institut Formation Régional Industries Alimentaires Occitanie, Pérols;OCCITANIE;21.0;55.0;24.0;;21.0;70.0;73.0;-3.0;78.0;74.0;87.0;5734.0
cumul 2021-2022;0480651X;Greta de Lozère;OCCITANIE;;;;;;;;;;;;5735.0
cumul 2021-2022;0160755J;Maison Familiale Rurale de Triac-Lautrait;NOUVELLE-AQUITAINE;33.0;43.0;24.0;;33.0;;;;;;;5758.0
cumul 2021-2022;0673102H;Ecole Supérieure des carrières immobilières et notariales;GRAND EST;;;;;;;;;;;;5761.0
cumul 2021-2022;0660733N;CFA Pyrénées Orientales;OCCITANIE;41.0;30.0;29.0;;41.0;50.0;51.0;0.0;58.0;47.0;63.0;5767.0
cumul 2021-2022;0922870V;Organisme de formation-Centre de formation d'apprentis - Métiers des industries de santé et bien-être - MIS Apprentissage;ILE-DE-FRANCE;;;;;;;;;;;;5772.0
cumul 2021-2022;9711248E;L2B CONSEIL - FORMATION;GUADELOUPE;33.0;27.0;40.0;;33.0;40.0;52.0;-12.0;51.0;55.0;57.0;5773.0
cumul 2021-2022;9730534T;Organisme de formation-Centre de formation d'apprentis de IFODES CAYENNE;GUYANE;;;;;87.0;;;;;;;5774.0
cumul 2021-2022;0010856A;Organisme de formation-Centre de formation d'apprentis Association pour la Formation et la Promotion des Metiers de l'Ain PERONNAS;AUVERGNE-RHONE-ALPES;37.0;51.0;12.0;;37.0;82.0;79.0;3.0;85.0;84.0;86.0;5775.0
cumul 2021-2022;0050665W;GROUPE ALTERNANCE GAP;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;5776.0
cumul 2021-2022;0251811H;Maison Familiale Rurale de Mandeure;BOURGOGNE-FRANCHE-COMTE;29.0;29.0;42.0;;29.0;;;;;;;5778.0
cumul 2021-2022;0134339W;ESDAC AIX EN PROVENCE;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;5789.0
cumul 2021-2022;0692210C;Organisme de formation-Centre de formation d'apprentis de l'Industrie LYON;AUVERGNE-RHONE-ALPES;37.0;50.0;13.0;;37.0;79.0;78.0;1.0;79.0;81.0;82.0;5792.0
cumul 2021-2022;0802046P;Maison Familiale Rurale d'Eclusier-Vaux;HAUTS-DE-FRANCE;30.0;43.0;27.0;;30.0;;;;;;;5798.0
cumul 2021-2022;0341979S;Organisme de formation-Centre de formation d'apprentis de l'hospitalisation privée, Castelnau-Le-Lez;OCCITANIE;0.0;80.0;20.0;;0.0;80.0;68.0;12.0;73.0;67.0;73.0;5799.0
cumul 2021-2022;0450805F;Organisme de formation-Centre de formation d'apprentis de préparateurs en pharmacie Centre Val de Loire Orléans;CENTRE-VAL DE LOIRE;17.0;68.0;15.0;;17.0;81.0;87.0;-6.0;80.0;80.0;83.0;5803.0
cumul 2021-2022;9741732P;Organisme de formation Centre de formation d'apprentis EMAP Ecole des Métiers à l'Accompagnement de la Personne Saint Pierre;LA REUNION;48.0;20.0;32.0;;48.0;38.0;49.0;-11.0;52.0;52.0;52.0;5805.0
cumul 2021-2022;0763515H;Organisme de formation-Centre de formation d'apprentis de Transdev CFA Rouen;NORMANDIE;2.0;77.0;21.0;;2.0;79.0;67.0;12.0;79.0;79.0;81.0;5820.0
cumul 2021-2022;0881449X;Maison Familiale Rurale de Ramonchamp;GRAND EST;26.0;44.0;30.0;;26.0;60.0;65.0;-5.0;68.0;68.0;60.0;5824.0
cumul 2021-2022;0922614S;Hitema High-Tech Management  - Etablissement d'Enseignement Supérieur Technique Privé;ILE-DE-FRANCE;58.0;21.0;21.0;;58.0;;;;;;;5826.0
cumul 2021-2022;0131782S;OF-CFA INDUSTRIE DE PROVENCE;PROVENCE-ALPES-COTE D'AZUR;33.0;47.0;20.0;;33.0;70.0;75.0;-5.0;78.0;77.0;81.0;5832.0
cumul 2021-2022;0352949R;OF - CFA Optima Vezin;BRETAGNE;8.0;62.0;30.0;;8.0;68.0;66.0;2.0;64.0;59.0;55.0;5835.0
cumul 2021-2022;0922895X;Organisme de formation-Centre de formation d'apprentis SKILL AND YOU;ILE-DE-FRANCE;18.0;46.0;36.0;;18.0;57.0;59.0;-2.0;60.0;62.0;64.0;5838.0
